_id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
679c3f9b153edc64d0d4910f,Male,38,1,41.0,0,1-2 Year,Yes,35565.0,124.0,10,0
679c3f99153edc64d0cfa6ba,Female,27,1,45.0,0,< 1 Year,Yes,20324.0,152.0,188,0
679c3f9a153edc64d0d2dd9f,Female,24,1,30.0,1,< 1 Year,No,28011.0,152.0,17,0
679c3f9a153edc64d0d29a95,Male,34,1,28.0,0,1-2 Year,Yes,32430.0,156.0,297,1
679c3f9a153edc64d0d06de0,Male,37,1,17.0,0,1-2 Year,No,2630.0,156.0,276,0
679c3f99153edc64d0cfa033,Male,24,1,41.0,1,< 1 Year,No,70228.0,152.0,59,0
679c3f9b153edc64d0d3bf99,Male,41,1,3.0,1,1-2 Year,No,46046.0,26.0,209,0
679c3f9b153edc64d0d311a2,Male,48,1,28.0,0,1-2 Year,Yes,43406.0,55.0,132,0
679c3f9a153edc64d0d2ec82,Female,25,1,6.0,1,< 1 Year,No,38176.0,152.0,112,0
679c3f99153edc64d0d03f40,Female,22,1,14.0,1,< 1 Year,No,34916.0,152.0,41,0
679c3f99153edc64d0cf7d38,Male,30,1,35.0,1,< 1 Year,No,2630.0,160.0,42,0
679c3f9a153edc64d0d1bba3,Female,25,1,10.0,0,< 1 Year,Yes,32619.0,152.0,115,0
679c3f9a153edc64d0d13f5e,Male,52,1,4.0,0,1-2 Year,Yes,37127.0,163.0,277,0
679c3f99153edc64d0cf9e03,Female,69,1,28.0,1,1-2 Year,No,62329.0,26.0,176,0
679c3f9a153edc64d0d248f6,Male,22,1,30.0,1,< 1 Year,No,32519.0,160.0,52,0
679c3f99153edc64d0cfa085,Female,27,1,21.0,1,< 1 Year,No,27805.0,152.0,51,0
679c3f9a153edc64d0d20039,Female,73,1,42.0,1,1-2 Year,Yes,45118.0,30.0,150,0
679c3f9a153edc64d0d2823d,Male,30,1,36.0,0,< 1 Year,Yes,2630.0,152.0,267,0
679c3f9a153edc64d0d1437d,Male,35,1,28.0,0,1-2 Year,Yes,55684.0,122.0,288,0
679c3f9b153edc64d0d3ac22,Male,24,1,29.0,1,< 1 Year,No,39882.0,26.0,160,0
679c3f9b153edc64d0d35f6f,Male,24,1,2.0,0,< 1 Year,Yes,25627.0,151.0,41,0
679c3f99153edc64d0cf768f,Male,24,1,41.0,1,< 1 Year,No,34549.0,152.0,166,0
679c3f9b153edc64d0d48583,Male,41,1,28.0,0,1-2 Year,Yes,62906.0,124.0,66,0
679c3f9b153edc64d0d3440c,Male,58,1,8.0,1,1-2 Year,No,26147.0,26.0,67,0
679c3f99153edc64d0cf9cc0,Female,78,1,3.0,1,1-2 Year,No,34166.0,124.0,27,0
679c3f9a153edc64d0d2fdf3,Male,62,1,28.0,0,1-2 Year,Yes,63528.0,26.0,46,0
679c3f9b153edc64d0d4ce24,Female,43,1,27.0,0,1-2 Year,Yes,26127.0,124.0,281,0
679c3f9a153edc64d0d28227,Male,48,1,18.0,1,1-2 Year,No,25601.0,26.0,290,0
679c3f9a153edc64d0d0f8e6,Female,74,1,28.0,1,1-2 Year,No,2630.0,55.0,180,0
679c3f9a153edc64d0d17d2d,Female,65,1,28.0,0,1-2 Year,Yes,2630.0,61.0,11,0
679c3f99153edc64d0d01c75,Female,22,1,30.0,1,< 1 Year,No,25570.0,152.0,260,0
679c3f9a153edc64d0d16569,Female,47,1,28.0,1,1-2 Year,No,38452.0,26.0,194,0
679c3f9a153edc64d0d1a74b,Female,55,1,47.0,1,1-2 Year,No,32598.0,152.0,285,0
679c3f99153edc64d0d03f1a,Female,50,1,28.0,1,1-2 Year,No,40404.0,26.0,198,0
679c3f9a153edc64d0d15b55,Female,30,1,30.0,1,< 1 Year,No,25498.0,152.0,106,0
679c3f9a153edc64d0d11ad2,Female,22,1,8.0,1,< 1 Year,No,43797.0,152.0,283,0
679c3f99153edc64d0cf2c8a,Female,29,1,8.0,1,< 1 Year,No,60094.0,152.0,209,0
679c3f99153edc64d0d005f0,Male,40,1,41.0,0,1-2 Year,Yes,45252.0,154.0,275,0
679c3f9a153edc64d0d2d5fa,Male,57,1,30.0,0,1-2 Year,Yes,32192.0,124.0,15,0
679c3f9a153edc64d0d0d07c,Female,40,1,28.0,0,1-2 Year,Yes,37352.0,124.0,106,0
679c3f9a153edc64d0d0ebae,Female,21,1,50.0,0,< 1 Year,Yes,41294.0,163.0,291,0
679c3f9a153edc64d0d07a55,Male,48,1,38.0,1,1-2 Year,No,2630.0,26.0,251,0
679c3f99153edc64d0cf9eaf,Male,55,1,46.0,1,1-2 Year,No,23040.0,124.0,234,0
679c3f9a153edc64d0d24fe5,Male,42,1,8.0,1,1-2 Year,No,2630.0,26.0,215,0
679c3f9b153edc64d0d3af94,Female,22,1,10.0,0,< 1 Year,Yes,37118.0,152.0,248,0
679c3f9a153edc64d0d0fded,Female,22,1,29.0,1,< 1 Year,No,2630.0,160.0,196,0
679c3f9a153edc64d0d241f1,Male,33,1,30.0,0,< 1 Year,Yes,2630.0,152.0,181,1
679c3f9a153edc64d0d06721,Male,28,1,3.0,1,< 1 Year,No,36462.0,154.0,170,0
679c3f9b153edc64d0d3e8ee,Male,23,1,30.0,1,1-2 Year,No,19896.0,124.0,278,0
679c3f9a153edc64d0d278bb,Male,76,1,8.0,1,1-2 Year,Yes,47809.0,124.0,38,0
679c3f9a153edc64d0d2619f,Female,22,1,41.0,0,< 1 Year,Yes,33154.0,152.0,219,0
679c3f99153edc64d0cf5aee,Male,24,1,11.0,1,< 1 Year,No,29847.0,152.0,27,0
679c3f9a153edc64d0d16927,Male,41,1,40.0,0,1-2 Year,Yes,2630.0,157.0,242,1
679c3f99153edc64d0cf6d5a,Female,35,1,41.0,1,1-2 Year,No,43644.0,152.0,248,0
679c3f9b153edc64d0d44291,Male,41,1,8.0,0,1-2 Year,Yes,40348.0,73.0,289,0
679c3f99153edc64d0cf54af,Male,22,1,8.0,1,< 1 Year,No,45078.0,152.0,225,0
679c3f9b153edc64d0d48a4d,Male,24,1,8.0,1,< 1 Year,No,26204.0,152.0,135,0
679c3f9a153edc64d0d063f6,Female,23,1,18.0,0,< 1 Year,Yes,2630.0,152.0,131,0
679c3f9b153edc64d0d46ee2,Female,21,1,47.0,0,< 1 Year,No,30784.0,160.0,103,0
679c3f9a153edc64d0d1b60b,Male,21,1,41.0,0,< 1 Year,Yes,48744.0,152.0,175,0
679c3f9a153edc64d0d06031,Female,23,1,6.0,1,< 1 Year,No,29896.0,152.0,48,0
679c3f99153edc64d0cf9565,Male,24,1,3.0,0,< 1 Year,Yes,25019.0,152.0,78,0
679c3f99153edc64d0cf1e90,Female,24,1,29.0,1,< 1 Year,No,31893.0,152.0,169,0
679c3f9a153edc64d0d1e959,Female,22,1,36.0,1,< 1 Year,No,41065.0,152.0,213,0
679c3f9a153edc64d0d1c17e,Male,22,1,8.0,0,< 1 Year,Yes,53503.0,152.0,93,0
679c3f99153edc64d0d011a2,Male,32,1,8.0,0,1-2 Year,Yes,20143.0,124.0,207,1
679c3f9b153edc64d0d3b1a6,Male,21,1,50.0,1,< 1 Year,No,18205.0,160.0,119,0
679c3f9a153edc64d0d0d184,Female,26,1,28.0,0,< 1 Year,Yes,2630.0,156.0,184,0
679c3f9a153edc64d0d05b2e,Male,69,1,28.0,0,1-2 Year,Yes,36880.0,26.0,263,0
679c3f9a153edc64d0d173e4,Male,54,1,28.0,1,1-2 Year,No,37911.0,124.0,48,0
679c3f99153edc64d0cf6d0c,Male,23,1,28.0,1,< 1 Year,No,61581.0,152.0,263,0
679c3f9a153edc64d0d0b315,Male,65,1,28.0,0,1-2 Year,Yes,49994.0,124.0,291,0
679c3f99153edc64d0cfbdc3,Male,24,1,17.0,0,< 1 Year,Yes,32434.0,152.0,95,0
679c3f9b153edc64d0d3b2c8,Female,42,1,28.0,0,1-2 Year,Yes,34655.0,26.0,120,0
679c3f9a153edc64d0d0608b,Male,23,1,30.0,1,< 1 Year,No,25553.0,152.0,123,0
679c3f9a153edc64d0d0c3c8,Male,62,1,28.0,1,1-2 Year,No,38214.0,26.0,232,0
679c3f9a153edc64d0d0b4f6,Male,20,1,30.0,0,< 1 Year,Yes,35226.0,160.0,100,0
679c3f99153edc64d0d00005,Male,39,1,28.0,1,1-2 Year,No,32788.0,124.0,71,0
679c3f9b153edc64d0d4a4be,Male,33,1,33.0,0,1-2 Year,Yes,2630.0,157.0,97,0
679c3f9b153edc64d0d4273b,Female,23,1,28.0,0,1-2 Year,Yes,31588.0,124.0,79,0
679c3f9a153edc64d0d0985d,Male,31,1,28.0,0,< 1 Year,Yes,2630.0,26.0,257,0
679c3f9a153edc64d0d2cf50,Male,46,1,28.0,0,1-2 Year,Yes,39022.0,26.0,234,1
679c3f9b153edc64d0d44af5,Female,23,1,41.0,0,< 1 Year,Yes,21630.0,160.0,10,0
679c3f9b153edc64d0d4a354,Male,31,1,35.0,0,< 1 Year,Yes,39921.0,124.0,103,1
679c3f99153edc64d0cf7c0a,Female,42,1,3.0,0,1-2 Year,Yes,2630.0,156.0,225,0
679c3f9b153edc64d0d3f34e,Female,21,1,25.0,1,< 1 Year,No,24764.0,152.0,181,0
679c3f99153edc64d0cfa051,Female,43,1,28.0,0,1-2 Year,Yes,43456.0,124.0,243,1
679c3f99153edc64d0cf2ae0,Male,27,1,18.0,1,< 1 Year,No,31010.0,152.0,144,0
679c3f99153edc64d0cff29c,Male,49,1,8.0,1,1-2 Year,No,30435.0,26.0,299,0
679c3f99153edc64d0cfbb3f,Female,23,1,41.0,1,< 1 Year,No,22323.0,152.0,42,0
679c3f9a153edc64d0d0bffc,Male,23,1,3.0,1,< 1 Year,No,2630.0,152.0,91,0
679c3f99153edc64d0cfede1,Female,32,1,3.0,1,< 1 Year,No,23722.0,152.0,81,0
679c3f9a153edc64d0d10db0,Female,60,1,8.0,0,1-2 Year,Yes,52590.0,26.0,195,0
679c3f99153edc64d0cffb56,Male,21,1,16.0,1,< 1 Year,Yes,36617.0,152.0,42,0
679c3f99153edc64d0cf98bb,Female,42,1,30.0,1,1-2 Year,No,2630.0,152.0,12,0
679c3f9a153edc64d0d1dca8,Female,22,1,11.0,0,< 1 Year,Yes,28091.0,152.0,117,0
679c3f9a153edc64d0d1efc1,Female,61,1,28.0,0,1-2 Year,Yes,46731.0,26.0,213,0
679c3f9a153edc64d0d23398,Male,62,1,29.0,0,1-2 Year,Yes,2630.0,154.0,291,1
679c3f9a153edc64d0d0d337,Female,21,1,42.0,0,< 1 Year,Yes,42952.0,160.0,127,0
679c3f99153edc64d0cf138c,Male,49,1,12.0,0,1-2 Year,Yes,25844.0,124.0,32,0
679c3f99153edc64d0cf8e93,Female,25,1,29.0,0,< 1 Year,No,25291.0,151.0,219,0
679c3f9a153edc64d0d17bb5,Female,22,1,33.0,1,< 1 Year,No,28115.0,152.0,268,0
679c3f9a153edc64d0d1a6b5,Male,23,1,28.0,1,< 1 Year,No,50800.0,152.0,257,0
679c3f9a153edc64d0d04fe5,Female,23,1,44.0,1,< 1 Year,No,19196.0,152.0,148,0
679c3f99153edc64d0d0353a,Male,24,1,15.0,0,< 1 Year,No,34328.0,152.0,254,0
679c3f9b153edc64d0d3a044,Male,55,1,31.0,0,1-2 Year,Yes,2630.0,157.0,178,0
679c3f9b153edc64d0d4b97b,Female,33,1,41.0,1,< 1 Year,No,34372.0,157.0,278,0
679c3f9a153edc64d0d0a8b8,Female,46,1,29.0,0,1-2 Year,Yes,37947.0,124.0,124,1
